group	fill	y	showSelected3
1	transparent	1.51854589932945	other
2	transparent	1.17856626325047	other
3	transparent	0.891254995263702	other
4	transparent	0.517385938418679	other
5	transparent	-0.50869886394898	other
6	transparent	-0.590671265811697	other
7	transparent	-0.615954018846272	other
8	transparent	-0.662543030816551	other
9	transparent	-0.690608438471925	other
10	transparent	-0.718934073828889	other
11	transparent	-0.792036881054329	other
12	transparent	-0.82289434981876	other
13	transparent	-0.879223281642562	other
14	transparent	-0.910412784871304	other
15	transparent	-0.937917399666634	other
16	transparent	-0.967154811103074	other
17	transparent	-0.993867393401813	other
18	transparent	-1.02112489966598	other
19	transparent	-1.13741261283359	other
20	transparent	-1.19859945742314	other
21	transparent	-1.23785857103651	other
22	transparent	-1.27823889306676	other
23	transparent	-1.32086570769356	other
24	transparent	-1.36311800883306	other
25	transparent	-1.40669883744026	other
26	transparent	-1.44463278513686	other
27	transparent	-1.49541438586655	other
28	transparent	-1.5477398720024	other
29	transparent	-1.59330168078846	other
30	transparent	-1.63452353546571	other
31	transparent	-1.75359536152027	other
32	transparent	-1.8790562580754	other
33	transparent	-1.92114555853599	other
34	transparent	-1.96705013984137	other
35	transparent	-2.01377950221784	other
36	transparent	-2.06487748818688	other
37	transparent	-2.25651907011897	other
38	transparent	-2.35920281863736	other
39	transparent	-2.46424905279946	other
40	transparent	-2.60281328458077	other
41	transparent	-2.77474615796121	other
42	transparent	-2.95372058899117	other
43	transparent	-3.12059731084382	other
44	transparent	-3.35380039807178	other
45	transparent	-3.68377980731815	other
46	transparent	-3.94503579595064	other
47	transparent	-4.19501322906657	other
48	transparent	-4.61326248429959	other
49	transparent	-5.75551573760438	other
50	#000000	-6.12390880005897	min
51	transparent	1.61876399396893	other
52	transparent	1.2380897960769	other
53	transparent	0.962219389274687	other
54	transparent	1.0699271335708	other
55	transparent	0.965722269069387	other
56	transparent	0.974560098686847	other
57	transparent	0.974710705180563	other
58	transparent	0.972819653105996	other
59	transparent	0.96724978192797	other
60	#000000	0.961980179610935	min
61	transparent	0.980000513105203	other
62	transparent	0.98075714814974	other
63	transparent	0.984533606157287	other
64	transparent	0.983926703641242	other
65	transparent	0.983926703641242	other
66	transparent	0.983749287240834	other
67	transparent	0.984694212705422	other
68	transparent	0.974005921089643	other
69	transparent	1.00307816734974	other
70	transparent	1.00272549844684	other
71	transparent	1.0026412138473	other
72	transparent	1.0043621921082	other
73	transparent	1.0043621921082	other
74	transparent	1.00493764771928	other
75	transparent	1.00462492589841	other
76	transparent	1.00422117108702	other
77	transparent	1.00350474060687	other
78	transparent	1.00389963196589	other
79	transparent	1.00397197498098	other
80	transparent	1.00402911508625	other
81	transparent	1.0031190852382	other
82	transparent	1.0031190852382	other
83	transparent	1.00305787049218	other
84	transparent	1.00361611382954	other
85	transparent	1.00353967047213	other
86	transparent	1.00353967047213	other
87	transparent	1.00353967047213	other
88	transparent	1.00353967047213	other
89	transparent	1.00327412085671	other
90	transparent	1.00297245650474	other
91	transparent	1.00297245650474	other
92	transparent	1.00333339557989	other
93	transparent	1.00464041758872	other
94	transparent	1.00460917333826	other
95	transparent	1.00473282507891	other
96	transparent	1.0061329731373	other
97	transparent	1.0061329731373	other
98	transparent	1.0061329731373	other
99	transparent	1.00615347841756	other
100	transparent	1.00615347841756	other
