xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
42.5	43.5	43 1	segments	43	segments	1	1	1815
43.5	44.5	44 1	segments	44	segments	1	1	1864
44.5	45.5	45 1	segments	45	segments	1	1	1913
45.5	46.5	46 1	segments	46	segments	1	1	1962
46.5	47.5	47 1	segments	47	segments	1	1	2011
47.5	48.5	48 1	segments	48	segments	1	1	2060
48.5	49.5	49 1	segments	49	segments	1	1	2109
49.5	50.5	50 1	segments	50	segments	1	1	2207
0.5	1.5	1 2	segments	1	segments	2	1	12
1.5	2.5	1	segments	2	segments	2	1	1
2.5	3.5	3 2	segments	3	segments	2	1	1091
3.5	4.5	4 2	segments	4	segments	2	1	1630
4.5	5.5	5 2	segments	5	segments	2	1	2169
5.5	6.5	6 2	segments	6	segments	2	1	2267
6.5	7.5	7 2	segments	7	segments	2	1	2316
7.5	8.5	8 2	segments	8	segments	2	1	2365
8.5	9.5	9 2	segments	9	segments	2	1	2414
9.5	10.5	10 2	segments	10	segments	2	1	61
10.5	11.5	11 2	segments	11	segments	2	1	110
11.5	12.5	12 2	segments	12	segments	2	1	159
12.5	13.5	13 2	segments	13	segments	2	1	208
13.5	14.5	14 2	segments	14	segments	2	1	257
14.5	15.5	15 2	segments	15	segments	2	1	306
15.5	16.5	16 2	segments	16	segments	2	1	355
16.5	17.5	17 2	segments	17	segments	2	1	404
17.5	18.5	18 2	segments	18	segments	2	1	453
18.5	19.5	19 2	segments	19	segments	2	1	502
19.5	20.5	20 2	segments	20	segments	2	1	601
20.5	21.5	21 2	segments	21	segments	2	1	650
21.5	22.5	22 2	segments	22	segments	2	1	699
22.5	23.5	23 2	segments	23	segments	2	1	748
23.5	24.5	24 2	segments	24	segments	2	1	797
24.5	25.5	25 2	segments	25	segments	2	1	846
25.5	26.5	26 2	segments	26	segments	2	1	895
26.5	27.5	27 2	segments	27	segments	2	1	944
27.5	28.5	28 2	segments	28	segments	2	1	993
28.5	29.5	29 2	segments	29	segments	2	1	1042
29.5	30.5	30 2	segments	30	segments	2	1	1140
30.5	31.5	31 2	segments	31	segments	2	1	1189
31.5	32.5	32 2	segments	32	segments	2	1	1238
32.5	33.5	33 2	segments	33	segments	2	1	1287
33.5	34.5	34 2	segments	34	segments	2	1	1336
34.5	35.5	35 2	segments	35	segments	2	1	1385
35.5	36.5	36 2	segments	36	segments	2	1	1434
36.5	37.5	37 2	segments	37	segments	2	1	1483
37.5	38.5	38 2	segments	38	segments	2	1	1532
38.5	39.5	39 2	segments	39	segments	2	1	1581
39.5	40.5	40 2	segments	40	segments	2	1	1679
40.5	41.5	41 2	segments	41	segments	2	1	1728
41.5	42.5	42 2	segments	42	segments	2	1	1777
42.5	43.5	43 2	segments	43	segments	2	1	1826
43.5	44.5	44 2	segments	44	segments	2	1	1875
44.5	45.5	45 2	segments	45	segments	2	1	1924
45.5	46.5	46 2	segments	46	segments	2	1	1973
46.5	47.5	47 2	segments	47	segments	2	1	2022
47.5	48.5	48 2	segments	48	segments	2	1	2071
48.5	49.5	49 2	segments	49	segments	2	1	2120
49.5	50.5	50 2	segments	50	segments	2	1	2218
0.5	1.5	1 3	segments	1	segments	3	1	23
1.5	2.5	2 3	segments	2	segments	3	1	562
2.5	3.5	1	segments	3	segments	3	1	1
3.5	4.5	4 3	segments	4	segments	3	1	1641
4.5	5.5	5 3	segments	5	segments	3	1	2180
5.5	6.5	6 3	segments	6	segments	3	1	2278
6.5	7.5	7 3	segments	7	segments	3	1	2327
7.5	8.5	8 3	segments	8	segments	3	1	2376
8.5	9.5	9 3	segments	9	segments	3	1	2425
9.5	10.5	10 3	segments	10	segments	3	1	72
10.5	11.5	11 3	segments	11	segments	3	1	121
11.5	12.5	12 3	segments	12	segments	3	1	170
12.5	13.5	13 3	segments	13	segments	3	1	219
13.5	14.5	14 3	segments	14	segments	3	1	268
14.5	15.5	15 3	segments	15	segments	3	1	317
15.5	16.5	16 3	segments	16	segments	3	1	366
16.5	17.5	17 3	segments	17	segments	3	1	415
17.5	18.5	18 3	segments	18	segments	3	1	464
18.5	19.5	19 3	segments	19	segments	3	1	513
19.5	20.5	20 3	segments	20	segments	3	1	611
20.5	21.5	21 3	segments	21	segments	3	1	660
21.5	22.5	22 3	segments	22	segments	3	1	709
22.5	23.5	23 3	segments	23	segments	3	1	758
23.5	24.5	24 3	segments	24	segments	3	1	807
24.5	25.5	25 3	segments	25	segments	3	1	856
25.5	26.5	26 3	segments	26	segments	3	1	905
26.5	27.5	27 3	segments	27	segments	3	1	954
27.5	28.5	28 3	segments	28	segments	3	1	1003
28.5	29.5	29 3	segments	29	segments	3	1	1052
29.5	30.5	30 3	segments	30	segments	3	1	1151
30.5	31.5	31 3	segments	31	segments	3	1	1200
31.5	32.5	32 3	segments	32	segments	3	1	1249
32.5	33.5	33 3	segments	33	segments	3	1	1298
33.5	34.5	34 3	segments	34	segments	3	1	1347
34.5	35.5	35 3	segments	35	segments	3	1	1396
35.5	36.5	36 3	segments	36	segments	3	1	1445
36.5	37.5	37 3	segments	37	segments	3	1	1494
37.5	38.5	38 3	segments	38	segments	3	1	1543
38.5	39.5	39 3	segments	39	segments	3	1	1592
39.5	40.5	40 3	segments	40	segments	3	1	1690
40.5	41.5	41 3	segments	41	segments	3	1	1739
41.5	42.5	42 3	segments	42	segments	3	1	1788
42.5	43.5	43 3	segments	43	segments	3	1	1837
43.5	44.5	44 3	segments	44	segments	3	1	1886
44.5	45.5	45 3	segments	45	segments	3	1	1935
45.5	46.5	46 3	segments	46	segments	3	1	1984
46.5	47.5	47 3	segments	47	segments	3	1	2033
47.5	48.5	48 3	segments	48	segments	3	1	2082
48.5	49.5	49 3	segments	49	segments	3	1	2131
49.5	50.5	50 3	segments	50	segments	3	1	2229
0.5	1.5	1 4	segments	1	segments	4	1	34
1.5	2.5	2 4	segments	2	segments	4	1	573
2.5	3.5	3 4	segments	3	segments	4	1	1112
3.5	4.5	1	segments	4	segments	4	1	1
4.5	5.5	5 4	segments	5	segments	4	1	2191
5.5	6.5	6 4	segments	6	segments	4	1	2289
6.5	7.5	7 4	segments	7	segments	4	1	2338
7.5	8.5	8 4	segments	8	segments	4	1	2387
8.5	9.5	9 4	segments	9	segments	4	1	2436
9.5	10.5	10 4	segments	10	segments	4	1	83
10.5	11.5	11 4	segments	11	segments	4	1	132
11.5	12.5	12 4	segments	12	segments	4	1	181
12.5	13.5	13 4	segments	13	segments	4	1	230
13.5	14.5	14 4	segments	14	segments	4	1	279
14.5	15.5	15 4	segments	15	segments	4	1	328
15.5	16.5	16 4	segments	16	segments	4	1	377
16.5	17.5	17 4	segments	17	segments	4	1	426
17.5	18.5	18 4	segments	18	segments	4	1	475
18.5	19.5	19 4	segments	19	segments	4	1	524
19.5	20.5	20 4	segments	20	segments	4	1	622
20.5	21.5	21 4	segments	21	segments	4	1	671
21.5	22.5	22 4	segments	22	segments	4	1	720
22.5	23.5	23 4	segments	23	segments	4	1	769
23.5	24.5	24 4	segments	24	segments	4	1	818
24.5	25.5	25 4	segments	25	segments	4	1	867
25.5	26.5	26 4	segments	26	segments	4	1	916
26.5	27.5	27 4	segments	27	segments	4	1	965
27.5	28.5	28 4	segments	28	segments	4	1	1014
28.5	29.5	29 4	segments	29	segments	4	1	1063
29.5	30.5	30 4	segments	30	segments	4	1	1161
30.5	31.5	31 4	segments	31	segments	4	1	1210
31.5	32.5	32 4	segments	32	segments	4	1	1259
32.5	33.5	33 4	segments	33	segments	4	1	1308
33.5	34.5	34 4	segments	34	segments	4	1	1357
34.5	35.5	35 4	segments	35	segments	4	1	1406
35.5	36.5	36 4	segments	36	segments	4	1	1455
36.5	37.5	37 4	segments	37	segments	4	1	1504
37.5	38.5	38 4	segments	38	segments	4	1	1553
38.5	39.5	39 4	segments	39	segments	4	1	1602
39.5	40.5	40 4	segments	40	segments	4	1	1701
40.5	41.5	41 4	segments	41	segments	4	1	1750
41.5	42.5	42 4	segments	42	segments	4	1	1799
42.5	43.5	43 4	segments	43	segments	4	1	1848
43.5	44.5	44 4	segments	44	segments	4	1	1897
44.5	45.5	45 4	segments	45	segments	4	1	1946
45.5	46.5	46 4	segments	46	segments	4	1	1995
46.5	47.5	47 4	segments	47	segments	4	1	2044
47.5	48.5	48 4	segments	48	segments	4	1	2093
48.5	49.5	49 4	segments	49	segments	4	1	2142
49.5	50.5	50 4	segments	50	segments	4	1	2240
0.5	1.5	1 5	segments	1	segments	5	1	45
1.5	2.5	2 5	segments	2	segments	5	1	584
2.5	3.5	3 5	segments	3	segments	5	1	1123
3.5	4.5	4 5	segments	4	segments	5	1	1662
4.5	5.5	1	segments	5	segments	5	1	1
5.5	6.5	6 5	segments	6	segments	5	1	2300
6.5	7.5	7 5	segments	7	segments	5	1	2349
7.5	8.5	8 5	segments	8	segments	5	1	2398
8.5	9.5	9 5	segments	9	segments	5	1	2447
9.5	10.5	10 5	segments	10	segments	5	1	94
10.5	11.5	11 5	segments	11	segments	5	1	143
11.5	12.5	12 5	segments	12	segments	5	1	192
12.5	13.5	13 5	segments	13	segments	5	1	241
13.5	14.5	14 5	segments	14	segments	5	1	290
14.5	15.5	15 5	segments	15	segments	5	1	339
15.5	16.5	16 5	segments	16	segments	5	1	388
16.5	17.5	17 5	segments	17	segments	5	1	437
17.5	18.5	18 5	segments	18	segments	5	1	486
18.5	19.5	19 5	segments	19	segments	5	1	535
19.5	20.5	20 5	segments	20	segments	5	1	633
20.5	21.5	21 5	segments	21	segments	5	1	682
21.5	22.5	22 5	segments	22	segments	5	1	731
22.5	23.5	23 5	segments	23	segments	5	1	780
23.5	24.5	24 5	segments	24	segments	5	1	829
24.5	25.5	25 5	segments	25	segments	5	1	878
25.5	26.5	26 5	segments	26	segments	5	1	927
26.5	27.5	27 5	segments	27	segments	5	1	976
27.5	28.5	28 5	segments	28	segments	5	1	1025
28.5	29.5	29 5	segments	29	segments	5	1	1074
29.5	30.5	30 5	segments	30	segments	5	1	1172
30.5	31.5	31 5	segments	31	segments	5	1	1221
31.5	32.5	32 5	segments	32	segments	5	1	1270
32.5	33.5	33 5	segments	33	segments	5	1	1319
33.5	34.5	34 5	segments	34	segments	5	1	1368
34.5	35.5	35 5	segments	35	segments	5	1	1417
35.5	36.5	36 5	segments	36	segments	5	1	1466
36.5	37.5	37 5	segments	37	segments	5	1	1515
37.5	38.5	38 5	segments	38	segments	5	1	1564
38.5	39.5	39 5	segments	39	segments	5	1	1613
39.5	40.5	40 5	segments	40	segments	5	1	1711
40.5	41.5	41 5	segments	41	segments	5	1	1760
41.5	42.5	42 5	segments	42	segments	5	1	1809
42.5	43.5	43 5	segments	43	segments	5	1	1858
43.5	44.5	44 5	segments	44	segments	5	1	1907
44.5	45.5	45 5	segments	45	segments	5	1	1956
45.5	46.5	46 5	segments	46	segments	5	1	2005
46.5	47.5	47 5	segments	47	segments	5	1	2054
47.5	48.5	48 5	segments	48	segments	5	1	2103
48.5	49.5	49 5	segments	49	segments	5	1	2152
49.5	50.5	50 5	segments	50	segments	5	1	2251
0.5	1.5	1 6	segments	1	segments	6	1	47
1.5	2.5	2 6	segments	2	segments	6	1	586
2.5	3.5	3 6	segments	3	segments	6	1	1125
3.5	4.5	4 6	segments	4	segments	6	1	1664
4.5	5.5	5 6	segments	5	segments	6	1	2203
5.5	6.5	1	segments	6	segments	6	1	1
6.5	7.5	7 6	segments	7	segments	6	1	2351
7.5	8.5	8 6	segments	8	segments	6	1	2400
8.5	9.5	9 6	segments	9	segments	6	1	2449
9.5	10.5	10 6	segments	10	segments	6	1	96
10.5	11.5	11 6	segments	11	segments	6	1	145
11.5	12.5	12 6	segments	12	segments	6	1	194
12.5	13.5	13 6	segments	13	segments	6	1	243
13.5	14.5	14 6	segments	14	segments	6	1	292
14.5	15.5	15 6	segments	15	segments	6	1	341
15.5	16.5	16 6	segments	16	segments	6	1	390
16.5	17.5	17 6	segments	17	segments	6	1	439
17.5	18.5	18 6	segments	18	segments	6	1	488
18.5	19.5	19 6	segments	19	segments	6	1	537
19.5	20.5	20 6	segments	20	segments	6	1	635
20.5	21.5	21 6	segments	21	segments	6	1	684
21.5	22.5	22 6	segments	22	segments	6	1	733
22.5	23.5	23 6	segments	23	segments	6	1	782
23.5	24.5	24 6	segments	24	segments	6	1	831
24.5	25.5	25 6	segments	25	segments	6	1	880
25.5	26.5	26 6	segments	26	segments	6	1	929
26.5	27.5	27 6	segments	27	segments	6	1	978
27.5	28.5	28 6	segments	28	segments	6	1	1027
28.5	29.5	29 6	segments	29	segments	6	1	1076
29.5	30.5	30 6	segments	30	segments	6	1	1174
30.5	31.5	31 6	segments	31	segments	6	1	1223
31.5	32.5	32 6	segments	32	segments	6	1	1272
32.5	33.5	33 6	segments	33	segments	6	1	1321
33.5	34.5	34 6	segments	34	segments	6	1	1370
34.5	35.5	35 6	segments	35	segments	6	1	1419
35.5	36.5	36 6	segments	36	segments	6	1	1468
36.5	37.5	37 6	segments	37	segments	6	1	1517
37.5	38.5	38 6	segments	38	segments	6	1	1566
38.5	39.5	39 6	segments	39	segments	6	1	1615
39.5	40.5	40 6	segments	40	segments	6	1	1713
40.5	41.5	41 6	segments	41	segments	6	1	1762
41.5	42.5	42 6	segments	42	segments	6	1	1811
42.5	43.5	43 6	segments	43	segments	6	1	1860
43.5	44.5	44 6	segments	44	segments	6	1	1909
44.5	45.5	45 6	segments	45	segments	6	1	1958
45.5	46.5	46 6	segments	46	segments	6	1	2007
46.5	47.5	47 6	segments	47	segments	6	1	2056
47.5	48.5	48 6	segments	48	segments	6	1	2105
48.5	49.5	49 6	segments	49	segments	6	1	2154
49.5	50.5	50 6	segments	50	segments	6	1	2252
0.5	1.5	1 7	segments	1	segments	7	1	48
1.5	2.5	2 7	segments	2	segments	7	1	587
2.5	3.5	3 7	segments	3	segments	7	1	1126
3.5	4.5	4 7	segments	4	segments	7	1	1665
4.5	5.5	5 7	segments	5	segments	7	1	2204
5.5	6.5	6 7	segments	6	segments	7	1	2302
6.5	7.5	1	segments	7	segments	7	1	1
7.5	8.5	8 7	segments	8	segments	7	1	2401
8.5	9.5	9 7	segments	9	segments	7	1	2450
9.5	10.5	10 7	segments	10	segments	7	1	97
10.5	11.5	11 7	segments	11	segments	7	1	146
11.5	12.5	12 7	segments	12	segments	7	1	195
12.5	13.5	13 7	segments	13	segments	7	1	244
13.5	14.5	14 7	segments	14	segments	7	1	293
14.5	15.5	15 7	segments	15	segments	7	1	342
15.5	16.5	16 7	segments	16	segments	7	1	391
16.5	17.5	17 7	segments	17	segments	7	1	440
17.5	18.5	18 7	segments	18	segments	7	1	489
18.5	19.5	19 7	segments	19	segments	7	1	538
19.5	20.5	20 7	segments	20	segments	7	1	636
20.5	21.5	21 7	segments	21	segments	7	1	685
21.5	22.5	22 7	segments	22	segments	7	1	734
22.5	23.5	23 7	segments	23	segments	7	1	783
23.5	24.5	24 7	segments	24	segments	7	1	832
24.5	25.5	25 7	segments	25	segments	7	1	881
25.5	26.5	26 7	segments	26	segments	7	1	930
26.5	27.5	27 7	segments	27	segments	7	1	979
27.5	28.5	28 7	segments	28	segments	7	1	1028
28.5	29.5	29 7	segments	29	segments	7	1	1077
29.5	30.5	30 7	segments	30	segments	7	1	1175
30.5	31.5	31 7	segments	31	segments	7	1	1224
31.5	32.5	32 7	segments	32	segments	7	1	1273
32.5	33.5	33 7	segments	33	segments	7	1	1322
33.5	34.5	34 7	segments	34	segments	7	1	1371
34.5	35.5	35 7	segments	35	segments	7	1	1420
35.5	36.5	36 7	segments	36	segments	7	1	1469
36.5	37.5	37 7	segments	37	segments	7	1	1518
37.5	38.5	38 7	segments	38	segments	7	1	1567
38.5	39.5	39 7	segments	39	segments	7	1	1616
39.5	40.5	40 7	segments	40	segments	7	1	1714
40.5	41.5	41 7	segments	41	segments	7	1	1763
41.5	42.5	42 7	segments	42	segments	7	1	1812
42.5	43.5	43 7	segments	43	segments	7	1	1861
43.5	44.5	44 7	segments	44	segments	7	1	1910
44.5	45.5	45 7	segments	45	segments	7	1	1959
45.5	46.5	46 7	segments	46	segments	7	1	2008
46.5	47.5	47 7	segments	47	segments	7	1	2057
47.5	48.5	48 7	segments	48	segments	7	1	2106
48.5	49.5	49 7	segments	49	segments	7	1	2155
49.5	50.5	50 7	segments	50	segments	7	1	2253
0.5	1.5	1 8	segments	1	segments	8	1	49
1.5	2.5	2 8	segments	2	segments	8	1	588
2.5	3.5	3 8	segments	3	segments	8	1	1127
3.5	4.5	4 8	segments	4	segments	8	1	1666
4.5	5.5	5 8	segments	5	segments	8	1	2205
5.5	6.5	6 8	segments	6	segments	8	1	2303
6.5	7.5	7 8	segments	7	segments	8	1	2352
7.5	8.5	1	segments	8	segments	8	1	1
8.5	9.5	9 8	segments	9	segments	8	1	2451
9.5	10.5	10 8	segments	10	segments	8	1	98
10.5	11.5	11 8	segments	11	segments	8	1	147
11.5	12.5	12 8	segments	12	segments	8	1	196
12.5	13.5	13 8	segments	13	segments	8	1	245
13.5	14.5	14 8	segments	14	segments	8	1	294
14.5	15.5	15 8	segments	15	segments	8	1	343
15.5	16.5	16 8	segments	16	segments	8	1	392
16.5	17.5	17 8	segments	17	segments	8	1	441
17.5	18.5	18 8	segments	18	segments	8	1	490
18.5	19.5	19 8	segments	19	segments	8	1	539
19.5	20.5	20 8	segments	20	segments	8	1	637
20.5	21.5	21 8	segments	21	segments	8	1	686
21.5	22.5	22 8	segments	22	segments	8	1	735
22.5	23.5	23 8	segments	23	segments	8	1	784
23.5	24.5	24 8	segments	24	segments	8	1	833
24.5	25.5	25 8	segments	25	segments	8	1	882
25.5	26.5	26 8	segments	26	segments	8	1	931
26.5	27.5	27 8	segments	27	segments	8	1	980
27.5	28.5	28 8	segments	28	segments	8	1	1029
28.5	29.5	29 8	segments	29	segments	8	1	1078
29.5	30.5	30 8	segments	30	segments	8	1	1176
30.5	31.5	31 8	segments	31	segments	8	1	1225
31.5	32.5	32 8	segments	32	segments	8	1	1274
32.5	33.5	33 8	segments	33	segments	8	1	1323
33.5	34.5	34 8	segments	34	segments	8	1	1372
34.5	35.5	35 8	segments	35	segments	8	1	1421
35.5	36.5	36 8	segments	36	segments	8	1	1470
36.5	37.5	37 8	segments	37	segments	8	1	1519
37.5	38.5	38 8	segments	38	segments	8	1	1568
38.5	39.5	39 8	segments	39	segments	8	1	1617
39.5	40.5	40 8	segments	40	segments	8	1	1715
40.5	41.5	41 8	segments	41	segments	8	1	1764
41.5	42.5	42 8	segments	42	segments	8	1	1813
42.5	43.5	43 8	segments	43	segments	8	1	1862
43.5	44.5	44 8	segments	44	segments	8	1	1911
44.5	45.5	45 8	segments	45	segments	8	1	1960
45.5	46.5	46 8	segments	46	segments	8	1	2009
46.5	47.5	47 8	segments	47	segments	8	1	2058
47.5	48.5	48 8	segments	48	segments	8	1	2107
48.5	49.5	49 8	segments	49	segments	8	1	2156
49.5	50.5	50 8	segments	50	segments	8	1	2254
0.5	1.5	1 9	segments	1	segments	9	1	50
1.5	2.5	2 9	segments	2	segments	9	1	589
2.5	3.5	3 9	segments	3	segments	9	1	1128
3.5	4.5	4 9	segments	4	segments	9	1	1667
4.5	5.5	5 9	segments	5	segments	9	1	2206
5.5	6.5	6 9	segments	6	segments	9	1	2304
6.5	7.5	7 9	segments	7	segments	9	1	2353
7.5	8.5	8 9	segments	8	segments	9	1	2402
8.5	9.5	1	segments	9	segments	9	1	1
9.5	10.5	10 9	segments	10	segments	9	1	99
10.5	11.5	11 9	segments	11	segments	9	1	148
11.5	12.5	12 9	segments	12	segments	9	1	197
12.5	13.5	13 9	segments	13	segments	9	1	246
13.5	14.5	14 9	segments	14	segments	9	1	295
14.5	15.5	15 9	segments	15	segments	9	1	344
15.5	16.5	16 9	segments	16	segments	9	1	393
16.5	17.5	17 9	segments	17	segments	9	1	442
17.5	18.5	18 9	segments	18	segments	9	1	491
18.5	19.5	19 9	segments	19	segments	9	1	540
19.5	20.5	20 9	segments	20	segments	9	1	638
20.5	21.5	21 9	segments	21	segments	9	1	687
21.5	22.5	22 9	segments	22	segments	9	1	736
22.5	23.5	23 9	segments	23	segments	9	1	785
23.5	24.5	24 9	segments	24	segments	9	1	834
24.5	25.5	25 9	segments	25	segments	9	1	883
25.5	26.5	26 9	segments	26	segments	9	1	932
26.5	27.5	27 9	segments	27	segments	9	1	981
27.5	28.5	28 9	segments	28	segments	9	1	1030
28.5	29.5	29 9	segments	29	segments	9	1	1079
29.5	30.5	30 9	segments	30	segments	9	1	1177
30.5	31.5	31 9	segments	31	segments	9	1	1226
31.5	32.5	32 9	segments	32	segments	9	1	1275
32.5	33.5	33 9	segments	33	segments	9	1	1324
33.5	34.5	34 9	segments	34	segments	9	1	1373
34.5	35.5	35 9	segments	35	segments	9	1	1422
35.5	36.5	36 9	segments	36	segments	9	1	1471
36.5	37.5	37 9	segments	37	segments	9	1	1520
37.5	38.5	38 9	segments	38	segments	9	1	1569
38.5	39.5	39 9	segments	39	segments	9	1	1618
39.5	40.5	40 9	segments	40	segments	9	1	1716
40.5	41.5	41 9	segments	41	segments	9	1	1765
41.5	42.5	42 9	segments	42	segments	9	1	1814
42.5	43.5	43 9	segments	43	segments	9	1	1863
43.5	44.5	44 9	segments	44	segments	9	1	1912
44.5	45.5	45 9	segments	45	segments	9	1	1961
45.5	46.5	46 9	segments	46	segments	9	1	2010
46.5	47.5	47 9	segments	47	segments	9	1	2059
47.5	48.5	48 9	segments	48	segments	9	1	2108
48.5	49.5	49 9	segments	49	segments	9	1	2157
49.5	50.5	50 9	segments	50	segments	9	1	2255
0.5	1.5	1 10	segments	1	segments	10	1	2
1.5	2.5	2 10	segments	2	segments	10	1	542
2.5	3.5	3 10	segments	3	segments	10	1	1081
3.5	4.5	4 10	segments	4	segments	10	1	1620
4.5	5.5	5 10	segments	5	segments	10	1	2159
5.5	6.5	6 10	segments	6	segments	10	1	2257
6.5	7.5	7 10	segments	7	segments	10	1	2306
7.5	8.5	8 10	segments	8	segments	10	1	2355
8.5	9.5	9 10	segments	9	segments	10	1	2404
9.5	10.5	1	segments	10	segments	10	1	1
10.5	11.5	11 10	segments	11	segments	10	1	101
11.5	12.5	12 10	segments	12	segments	10	1	150
12.5	13.5	13 10	segments	13	segments	10	1	199
13.5	14.5	14 10	segments	14	segments	10	1	248
14.5	15.5	15 10	segments	15	segments	10	1	297
15.5	16.5	16 10	segments	16	segments	10	1	346
16.5	17.5	17 10	segments	17	segments	10	1	395
17.5	18.5	18 10	segments	18	segments	10	1	444
18.5	19.5	19 10	segments	19	segments	10	1	493
19.5	20.5	20 10	segments	20	segments	10	1	591
20.5	21.5	21 10	segments	21	segments	10	1	640
21.5	22.5	22 10	segments	22	segments	10	1	689
22.5	23.5	23 10	segments	23	segments	10	1	738
23.5	24.5	24 10	segments	24	segments	10	1	787
24.5	25.5	25 10	segments	25	segments	10	1	836
25.5	26.5	26 10	segments	26	segments	10	1	885
26.5	27.5	27 10	segments	27	segments	10	1	934
27.5	28.5	28 10	segments	28	segments	10	1	983
28.5	29.5	29 10	segments	29	segments	10	1	1032
29.5	30.5	30 10	segments	30	segments	10	1	1130
30.5	31.5	31 10	segments	31	segments	10	1	1179
31.5	32.5	32 10	segments	32	segments	10	1	1228
32.5	33.5	33 10	segments	33	segments	10	1	1277
33.5	34.5	34 10	segments	34	segments	10	1	1326
34.5	35.5	35 10	segments	35	segments	10	1	1375
35.5	36.5	36 10	segments	36	segments	10	1	1424
36.5	37.5	37 10	segments	37	segments	10	1	1473
37.5	38.5	38 10	segments	38	segments	10	1	1522
38.5	39.5	39 10	segments	39	segments	10	1	1571
39.5	40.5	40 10	segments	40	segments	10	1	1669
40.5	41.5	41 10	segments	41	segments	10	1	1718
41.5	42.5	42 10	segments	42	segments	10	1	1767
42.5	43.5	43 10	segments	43	segments	10	1	1816
43.5	44.5	44 10	segments	44	segments	10	1	1865
44.5	45.5	45 10	segments	45	segments	10	1	1914
45.5	46.5	46 10	segments	46	segments	10	1	1963
46.5	47.5	47 10	segments	47	segments	10	1	2012
47.5	48.5	48 10	segments	48	segments	10	1	2061
48.5	49.5	49 10	segments	49	segments	10	1	2110
49.5	50.5	50 10	segments	50	segments	10	1	2208
0.5	1.5	1 11	segments	1	segments	11	1	3
1.5	2.5	2 11	segments	2	segments	11	1	543
2.5	3.5	3 11	segments	3	segments	11	1	1082
3.5	4.5	4 11	segments	4	segments	11	1	1621
4.5	5.5	5 11	segments	5	segments	11	1	2160
5.5	6.5	6 11	segments	6	segments	11	1	2258
6.5	7.5	7 11	segments	7	segments	11	1	2307
7.5	8.5	8 11	segments	8	segments	11	1	2356
8.5	9.5	9 11	segments	9	segments	11	1	2405
9.5	10.5	10 11	segments	10	segments	11	1	52
10.5	11.5	1	segments	11	segments	11	1	1
11.5	12.5	12 11	segments	12	segments	11	1	151
12.5	13.5	13 11	segments	13	segments	11	1	200
13.5	14.5	14 11	segments	14	segments	11	1	249
14.5	15.5	15 11	segments	15	segments	11	1	298
15.5	16.5	16 11	segments	16	segments	11	1	347
16.5	17.5	17 11	segments	17	segments	11	1	396
17.5	18.5	18 11	segments	18	segments	11	1	445
18.5	19.5	19 11	segments	19	segments	11	1	494
19.5	20.5	20 11	segments	20	segments	11	1	592
20.5	21.5	21 11	segments	21	segments	11	1	641
21.5	22.5	22 11	segments	22	segments	11	1	690
22.5	23.5	23 11	segments	23	segments	11	1	739
23.5	24.5	24 11	segments	24	segments	11	1	788
