colour	y	x	group	clickSelects	showSelected1	PANEL
#66C2A5	-3.94503579595064	46	1	1	subtrain	1
#66C2A5	-4.19501322906657	47	1	1	subtrain	1
#66C2A5	-4.61326248429959	48	1	1	subtrain	1
#66C2A5	-5.75551573760438	49	1	1	subtrain	1
#66C2A5	-6.12390880005897	50	1	1	subtrain	1
#66C2A5	1.61234551148743	1	2	2	subtrain	1
#66C2A5	1.09473947685096	2	2	2	subtrain	1
#66C2A5	0.603438587425088	3	2	2	subtrain	1
#66C2A5	0.451355960913581	4	2	2	subtrain	1
#66C2A5	-0.375942116534735	5	2	2	subtrain	1
#66C2A5	-0.438992867476703	6	2	2	subtrain	1
#66C2A5	-0.494822780717917	7	2	2	subtrain	1
#66C2A5	-0.540175482453512	8	2	2	subtrain	1
#66C2A5	-0.599997925921153	9	2	2	subtrain	1
#66C2A5	-0.66231539017964	10	2	2	subtrain	1
#66C2A5	-0.709823133428023	11	2	2	subtrain	1
#66C2A5	-0.738825968330746	12	2	2	subtrain	1
#66C2A5	-0.769362652757034	13	2	2	subtrain	1
#66C2A5	-0.796382144165139	14	2	2	subtrain	1
#66C2A5	-0.82043545563558	15	2	2	subtrain	1
#66C2A5	-0.844602211531696	16	2	2	subtrain	1
#66C2A5	-0.86559655809397	17	2	2	subtrain	1
#66C2A5	-0.884435733246152	18	2	2	subtrain	1
#66C2A5	-0.945461873549445	19	2	2	subtrain	1
#66C2A5	-1.01423896962509	20	2	2	subtrain	1
#66C2A5	-1.06585387717898	21	2	2	subtrain	1
#66C2A5	-1.09372210308023	22	2	2	subtrain	1
#66C2A5	-1.21398947294866	23	2	2	subtrain	1
#66C2A5	-1.24764004945919	24	2	2	subtrain	1
#66C2A5	-1.28224721988445	25	2	2	subtrain	1
#66C2A5	-1.30853051848958	26	2	2	subtrain	1
#66C2A5	-1.36718602409162	27	2	2	subtrain	1
#66C2A5	-1.39541241750105	28	2	2	subtrain	1
#66C2A5	-1.42296645460379	29	2	2	subtrain	1
#66C2A5	-1.45102526387068	30	2	2	subtrain	1
#66C2A5	-1.50147752989155	31	2	2	subtrain	1
#66C2A5	-1.55747531720902	32	2	2	subtrain	1
#66C2A5	-1.60487767395806	33	2	2	subtrain	1
#66C2A5	-1.70677560653065	34	2	2	subtrain	1
#66C2A5	-1.76063312368665	35	2	2	subtrain	1
#66C2A5	-1.81884249714669	36	2	2	subtrain	1
#66C2A5	-2.19239774335201	37	2	2	subtrain	1
#66C2A5	-2.28682423784355	38	2	2	subtrain	1
#66C2A5	-2.38879217787569	39	2	2	subtrain	1
#66C2A5	-2.49754258176107	40	2	2	subtrain	1
#66C2A5	-2.65900545531775	41	2	2	subtrain	1
#66C2A5	-2.85456617844945	42	2	2	subtrain	1
#66C2A5	-3.07448569606252	43	2	2	subtrain	1
#66C2A5	-3.47902336914044	44	2	2	subtrain	1
#66C2A5	-4.00182098124395	45	2	2	subtrain	1
#66C2A5	-4.61244340890212	46	2	2	subtrain	1
#66C2A5	-4.88125098283173	47	2	2	subtrain	1
#66C2A5	-5.20243444484184	48	2	2	subtrain	1
#66C2A5	-5.66889590251282	49	2	2	subtrain	1
#66C2A5	-6.12390880005897	50	2	2	subtrain	1
#66C2A5	1.54368779759202	1	3	3	subtrain	1
#66C2A5	1.14718586146777	2	3	3	subtrain	1
#66C2A5	0.782995935224519	3	3	3	subtrain	1
#66C2A5	0.483118113419852	4	3	3	subtrain	1
#66C2A5	-0.398433068163651	5	3	3	subtrain	1
#66C2A5	-0.455609990108626	6	3	3	subtrain	1
#66C2A5	-0.502398598178383	7	3	3	subtrain	1
#66C2A5	-0.544970403731871	8	3	3	subtrain	1
#66C2A5	-0.583457909435671	9	3	3	subtrain	1
#66C2A5	-0.619985853121683	10	3	3	subtrain	1
#66C2A5	-0.658614622821873	11	3	3	subtrain	1
#66C2A5	-0.693131274178467	12	3	3	subtrain	1
#66C2A5	-0.722896581104585	13	3	3	subtrain	1
#66C2A5	-0.749900515666906	14	3	3	subtrain	1
#66C2A5	-0.800038606407848	15	3	3	subtrain	1
#66C2A5	-0.829523227776872	16	3	3	subtrain	1
#66C2A5	-0.874721645850047	17	3	3	subtrain	1
#66C2A5	-0.906281401139365	18	3	3	subtrain	1
#66C2A5	-1.03459230633985	19	3	3	subtrain	1
#66C2A5	-1.10330258139737	20	3	3	subtrain	1
#66C2A5	-1.17783982975238	21	3	3	subtrain	1
#66C2A5	-1.2534426382691	22	3	3	subtrain	1
#66C2A5	-1.31286162201822	23	3	3	subtrain	1
#66C2A5	-1.36189384103858	24	3	3	subtrain	1
#66C2A5	-1.40900595807227	25	3	3	subtrain	1
#66C2A5	-1.46766143351053	26	3	3	subtrain	1
#66C2A5	-1.52443621659093	27	3	3	subtrain	1
#66C2A5	-1.57959128633787	28	3	3	subtrain	1
#66C2A5	-1.64247878521073	29	3	3	subtrain	1
#66C2A5	-1.69943092837657	30	3	3	subtrain	1
#66C2A5	-1.78596531157378	31	3	3	subtrain	1
#66C2A5	-1.85742474514619	32	3	3	subtrain	1
#66C2A5	-1.9392956221942	33	3	3	subtrain	1
#66C2A5	-2.01562549962444	34	3	3	subtrain	1
#66C2A5	-2.13230520216914	35	3	3	subtrain	1
#66C2A5	-2.23702539893088	36	3	3	subtrain	1
#66C2A5	-2.37337762899446	37	3	3	subtrain	1
#66C2A5	-2.56309918927642	38	3	3	subtrain	1
#66C2A5	-2.73608762958866	39	3	3	subtrain	1
#66C2A5	-2.89659674305839	40	3	3	subtrain	1
#66C2A5	-3.07194212481316	41	3	3	subtrain	1
#66C2A5	-3.29520946125731	42	3	3	subtrain	1
#66C2A5	-3.46499747543956	43	3	3	subtrain	1
#66C2A5	-3.67059717300298	44	3	3	subtrain	1
#66C2A5	-3.93899360174246	45	3	3	subtrain	1
#66C2A5	-4.18564008103639	46	3	3	subtrain	1
#66C2A5	-4.7544402615088	47	3	3	subtrain	1
#66C2A5	-5.19810353078986	48	3	3	subtrain	1
#66C2A5	-5.75551573746451	49	3	3	subtrain	1
#66C2A5	-6.12390880005897	50	3	3	subtrain	1
#66C2A5	1.52031172965403	1	4	4	subtrain	1
#66C2A5	1.13467087698094	2	4	4	subtrain	1
#66C2A5	0.799231505962723	3	4	4	subtrain	1
#66C2A5	0.415971252578082	4	4	4	subtrain	1
#66C2A5	-0.463718843565255	5	4	4	subtrain	1
#66C2A5	-0.510299530872949	6	4	4	subtrain	1
#66C2A5	-0.552545198354996	7	4	4	subtrain	1
#66C2A5	-0.580917080089375	8	4	4	subtrain	1
#66C2A5	-0.609658993310598	9	4	4	subtrain	1
#66C2A5	-0.702180852479926	10	4	4	subtrain	1
#66C2A5	-0.739636434979123	11	4	4	subtrain	1
#66C2A5	-0.776460492974112	12	4	4	subtrain	1
#66C2A5	-0.813690526991668	13	4	4	subtrain	1
#66C2A5	-0.843570835073278	14	4	4	subtrain	1
#66C2A5	-0.897854269017862	15	4	4	subtrain	1
#66C2A5	-0.932921344922045	16	4	4	subtrain	1
#66C2A5	-0.96898570313691	17	4	4	subtrain	1
#66C2A5	-1.00766378950784	18	4	4	subtrain	1
#66C2A5	-1.04034676190262	19	4	4	subtrain	1
#66C2A5	-1.15596086045746	20	4	4	subtrain	1
#66C2A5	-1.22746630648976	21	4	4	subtrain	1
#66C2A5	-1.27887657642907	22	4	4	subtrain	1
#66C2A5	-1.32547737486643	23	4	4	subtrain	1
#66C2A5	-1.37023067066193	24	4	4	subtrain	1
#66C2A5	-1.40977693966214	25	4	4	subtrain	1
#66C2A5	-1.4424679911787	26	4	4	subtrain	1
#66C2A5	-1.50582990962195	27	4	4	subtrain	1
#66C2A5	-1.54380656499693	28	4	4	subtrain	1
#66C2A5	-1.57594326772977	29	4	4	subtrain	1
#66C2A5	-1.64291449632433	30	4	4	subtrain	1
#66C2A5	-1.69780582308509	31	4	4	subtrain	1
#66C2A5	-1.73152544403663	32	4	4	subtrain	1
#66C2A5	-1.76193278147865	33	4	4	subtrain	1
#66C2A5	-1.78938812921637	34	4	4	subtrain	1
#66C2A5	-1.86517507388052	35	4	4	subtrain	1
#66C2A5	-1.94274812566711	36	4	4	subtrain	1
#66C2A5	-1.986800856298	37	4	4	subtrain	1
#66C2A5	-2.02830589586999	38	4	4	subtrain	1
#66C2A5	-2.07241961095473	39	4	4	subtrain	1
#66C2A5	-2.12629307695587	40	4	4	subtrain	1
#66C2A5	-2.18070075427812	41	4	4	subtrain	1
#66C2A5	-2.4530198089242	42	4	4	subtrain	1
#66C2A5	-2.68495112555496	43	4	4	subtrain	1
#66C2A5	-2.90318356087835	44	4	4	subtrain	1
#66C2A5	-3.04129126768399	45	4	4	subtrain	1
#66C2A5	-3.68863009484293	46	4	4	subtrain	1
#66C2A5	-3.98135852875905	47	4	4	subtrain	1
#66C2A5	-4.28884124190847	48	4	4	subtrain	1
#66C2A5	-5.75551573712554	49	4	4	subtrain	1
#66C2A5	-6.12390880005897	50	4	4	subtrain	1
#FC8D62	1.61876399396893	1	5	1	validation	2
#FC8D62	1.2380897960769	2	5	1	validation	2
#FC8D62	0.962219389274687	3	5	1	validation	2
#FC8D62	1.0699271335708	4	5	1	validation	2
#FC8D62	0.965722269069387	5	5	1	validation	2
#FC8D62	0.974560098686847	6	5	1	validation	2
#FC8D62	0.974710705180563	7	5	1	validation	2
#FC8D62	0.972819653105996	8	5	1	validation	2
#FC8D62	0.96724978192797	9	5	1	validation	2
#FC8D62	0.961980179610935	10	5	1	validation	2
#FC8D62	0.980000513105203	11	5	1	validation	2
#FC8D62	0.98075714814974	12	5	1	validation	2
#FC8D62	0.984533606157287	13	5	1	validation	2
#FC8D62	0.983926703641242	14	5	1	validation	2
#FC8D62	0.983926703641242	15	5	1	validation	2
#FC8D62	0.983749287240834	16	5	1	validation	2
#FC8D62	0.984694212705422	17	5	1	validation	2
#FC8D62	0.974005921089643	18	5	1	validation	2
#FC8D62	1.00307816734974	19	5	1	validation	2
#FC8D62	1.00272549844684	20	5	1	validation	2
#FC8D62	1.0026412138473	21	5	1	validation	2
#FC8D62	1.0043621921082	22	5	1	validation	2
#FC8D62	1.0043621921082	23	5	1	validation	2
#FC8D62	1.00493764771928	24	5	1	validation	2
#FC8D62	1.00462492589841	25	5	1	validation	2
#FC8D62	1.00422117108702	26	5	1	validation	2
#FC8D62	1.00350474060687	27	5	1	validation	2
#FC8D62	1.00389963196589	28	5	1	validation	2
#FC8D62	1.00397197498098	29	5	1	validation	2
#FC8D62	1.00402911508625	30	5	1	validation	2
#FC8D62	1.0031190852382	31	5	1	validation	2
#FC8D62	1.0031190852382	32	5	1	validation	2
#FC8D62	1.00305787049218	33	5	1	validation	2
#FC8D62	1.00361611382954	34	5	1	validation	2
#FC8D62	1.00353967047213	35	5	1	validation	2
#FC8D62	1.00353967047213	36	5	1	validation	2
#FC8D62	1.00353967047213	37	5	1	validation	2
#FC8D62	1.00353967047213	38	5	1	validation	2
#FC8D62	1.00327412085671	39	5	1	validation	2
#FC8D62	1.00297245650474	40	5	1	validation	2
#FC8D62	1.00297245650474	41	5	1	validation	2
#FC8D62	1.00333339557989	42	5	1	validation	2
#FC8D62	1.00464041758872	43	5	1	validation	2
#FC8D62	1.00460917333826	44	5	1	validation	2
#FC8D62	1.00473282507891	45	5	1	validation	2
#FC8D62	1.0061329731373	46	5	1	validation	2
#FC8D62	1.0061329731373	47	5	1	validation	2
#FC8D62	1.0061329731373	48	5	1	validation	2
#FC8D62	1.00615347841756	49	5	1	validation	2
#FC8D62	1.00615347841756	50	5	1	validation	2
#FC8D62	1.52649765853038	1	6	2	validation	2
#FC8D62	1.20302127637859	2	6	2	validation	2
#FC8D62	0.999646485741499	3	6	2	validation	2
#FC8D62	0.850246392465608	4	6	2	validation	2
#FC8D62	0.595141084241543	5	6	2	validation	2
#FC8D62	0.578754573972243	6	6	2	validation	2
#FC8D62	0.577695499678546	7	6	2	validation	2
#FC8D62	0.581647210399182	8	6	2	validation	2
#FC8D62	0.583596697170615	9	6	2	validation	2
#FC8D62	0.585027822081807	10	6	2	validation	2
#FC8D62	0.583263890501373	11	6	2	validation	2
#FC8D62	0.580548872544417	12	6	2	validation	2
#FC8D62	0.588095012998584	13	6	2	validation	2
#FC8D62	0.590007754874281	14	6	2	validation	2
#FC8D62	0.590007754874281	15	6	2	validation	2
#FC8D62	0.591185255767087	16	6	2	validation	2
#FC8D62	0.601823644136828	17	6	2	validation	2
#FC8D62	0.601386197249065	18	6	2	validation	2
#FC8D62	0.598319464730221	19	6	2	validation	2
#FC8D62	0.599611740036877	20	6	2	validation	2
#FC8D62	0.600130658752667	21	6	2	validation	2
#FC8D62	0.598566554527051	22	6	2	validation	2
#FC8D62	0.614141183722134	23	6	2	validation	2
#FC8D62	0.617959454107542	24	6	2	validation	2
#FC8D62	0.618167461535466	25	6	2	validation	2
#FC8D62	0.612486112215597	26	6	2	validation	2
#FC8D62	0.615778315922032	27	6	2	validation	2
#FC8D62	0.617292108303326	28	6	2	validation	2
#FC8D62	0.617439411628041	29	6	2	validation	2
#FC8D62	0.617620563031534	30	6	2	validation	2
#FC8D62	0.617267044162228	31	6	2	validation	2
#FC8D62	0.617924145398237	32	6	2	validation	2
#FC8D62	0.618565157202571	33	6	2	validation	2
#FC8D62	0.621465430372379	34	6	2	validation	2
#FC8D62	0.621465430372379	35	6	2	validation	2
#FC8D62	0.626385977690553	36	6	2	validation	2
#FC8D62	0.621467864688659	37	6	2	validation	2
#FC8D62	0.621196897775156	38	6	2	validation	2
#FC8D62	0.621043176405082	39	6	2	validation	2
#FC8D62	0.614386970976755	40	6	2	validation	2
#FC8D62	0.614300509954045	41	6	2	validation	2
#FC8D62	0.618157300221141	42	6	2	validation	2
#FC8D62	0.62149823738346	43	6	2	validation	2
#FC8D62	0.621445316631027	44	6	2	validation	2
#FC8D62	0.621850446132428	45	6	2	validation	2
#FC8D62	0.621850446132428	46	6	2	validation	2
#FC8D62	0.62182720198838	47	6	2	validation	2
#FC8D62	0.621893771483101	48	6	2	validation	2
#FC8D62	0.621893771483101	49	6	2	validation	2
#FC8D62	0.621893771483101	50	6	2	validation	2
#FC8D62	1.59437535219532	1	7	3	validation	2
#FC8D62	1.14769064010022	2	7	3	validation	2
#FC8D62	0.978323512421667	3	7	3	validation	2
#FC8D62	0.886873490679331	4	7	3	validation	2
#FC8D62	0.653414827193392	5	7	3	validation	2
#FC8D62	0.644387090513631	6	7	3	validation	2
#FC8D62	0.651914397810972	7	7	3	validation	2
#FC8D62	0.651348439237322	8	7	3	validation	2
#FC8D62	0.647150247088266	9	7	3	validation	2
#FC8D62	0.661368340054492	10	7	3	validation	2
#FC8D62	0.664701786760173	11	7	3	validation	2
#FC8D62	0.666616632745456	12	7	3	validation	2
#FC8D62	0.667624245144867	13	7	3	validation	2
#FC8D62	0.667490222990712	14	7	3	validation	2
#FC8D62	0.670263021549291	15	7	3	validation	2
#FC8D62	0.671130027596421	16	7	3	validation	2
#FC8D62	0.670264457676158	17	7	3	validation	2
#FC8D62	0.671859132288426	18	7	3	validation	2
#FC8D62	0.678887729856639	19	7	3	validation	2
#FC8D62	0.681693033895503	20	7	3	validation	2
#FC8D62	0.67718638603402	21	7	3	validation	2
#FC8D62	0.67718638603402	22	7	3	validation	2
#FC8D62	0.66191570792097	23	7	3	validation	2
#FC8D62	0.662450767914783	24	7	3	validation	2
#FC8D62	0.662066395109132	25	7	3	validation	2
#FC8D62	0.662066395109132	26	7	3	validation	2
#FC8D62	0.661714431848568	27	7	3	validation	2
#FC8D62	0.66817175644166	28	7	3	validation	2
#FC8D62	0.670364711481632	29	7	3	validation	2
#FC8D62	0.678417506348481	30	7	3	validation	2
#FC8D62	0.655972450518471	31	7	3	validation	2
#FC8D62	0.655972450518471	32	7	3	validation	2
#FC8D62	0.656192715469525	33	7	3	validation	2
#FC8D62	0.655953001037653	34	7	3	validation	2
#FC8D62	0.655910563533158	35	7	3	validation	2
#FC8D62	0.655867088684073	36	7	3	validation	2
#FC8D62	0.656376157674004	37	7	3	validation	2
#FC8D62	0.657534028200686	38	7	3	validation	2
#FC8D62	0.656402867066728	39	7	3	validation	2
#FC8D62	0.65674968664068	40	7	3	validation	2
#FC8D62	0.657342755001301	41	7	3	validation	2
#FC8D62	0.657508617741329	42	7	3	validation	2
#FC8D62	0.658069946179845	43	7	3	validation	2
#FC8D62	0.658043109649433	44	7	3	validation	2
#FC8D62	0.658043109649433	45	7	3	validation	2
#FC8D62	0.657909211329743	46	7	3	validation	2
#FC8D62	0.657811784337323	47	7	3	validation	2
#FC8D62	0.657890577481653	48	7	3	validation	2
#FC8D62	0.657835796692176	49	7	3	validation	2
#FC8D62	0.657891786748726	50	7	3	validation	2
#FC8D62	1.61801051174328	1	8	4	validation	2
#FC8D62	1.16757018304862	2	8	4	validation	2
#FC8D62	0.755887112327424	3	8	4	validation	2
#FC8D62	0.681863131772271	4	8	4	validation	2
#FC8D62	0.189000143188228	5	8	4	validation	2
#FC8D62	0.203206555138618	6	8	4	validation	2
#FC8D62	0.210565760818202	7	8	4	validation	2
#FC8D62	0.204140180025325	8	8	4	validation	2
#FC8D62	0.21354489180028	9	8	4	validation	2
#FC8D62	0.222817909399089	10	8	4	validation	2
#FC8D62	0.309626245391491	11	8	4	validation	2
#FC8D62	0.309772070313765	12	8	4	validation	2
#FC8D62	0.303807257771156	13	8	4	validation	2
#FC8D62	0.318601799221941	14	8	4	validation	2
#FC8D62	0.328601823855226	15	8	4	validation	2
#FC8D62	0.330131912228472	16	8	4	validation	2
#FC8D62	0.329636105499808	17	8	4	validation	2
#FC8D62	0.326887663865357	18	8	4	validation	2
#FC8D62	0.325420202123428	19	8	4	validation	2
#FC8D62	0.325420202123428	20	8	4	validation	2
#FC8D62	0.325922578784709	21	8	4	validation	2
#FC8D62	0.325922578784709	22	8	4	validation	2
#FC8D62	0.326699651058168	23	8	4	validation	2
#FC8D62	0.328314374804675	24	8	4	validation	2
#FC8D62	0.327647547217035	25	8	4	validation	2
#FC8D62	0.325340001336151	26	8	4	validation	2
#FC8D62	0.327532778049204	27	8	4	validation	2
#FC8D62	0.328223579821943	28	8	4	validation	2
#FC8D62	0.332333344835094	29	8	4	validation	2
#FC8D62	0.329031121071262	30	8	4	validation	2
#FC8D62	0.334831420031136	31	8	4	validation	2
#FC8D62	0.337255635004874	32	8	4	validation	2
#FC8D62	0.333362213347281	33	8	4	validation	2
#FC8D62	0.332781658300021	34	8	4	validation	2
#FC8D62	0.333177478319702	35	8	4	validation	2
#FC8D62	0.332062293668115	36	8	4	validation	2
#FC8D62	0.332888325191727	37	8	4	validation	2
#FC8D62	0.331642988530013	38	8	4	validation	2
#FC8D62	0.33118009369449	39	8	4	validation	2
#FC8D62	0.331575408036237	40	8	4	validation	2
#FC8D62	0.332412468530028	41	8	4	validation	2
#FC8D62	0.332412468530028	42	8	4	validation	2
#FC8D62	0.33160435416526	43	8	4	validation	2
#FC8D62	0.33160435416526	44	8	4	validation	2
#FC8D62	0.333175820668683	45	8	4	validation	2
#FC8D62	0.332162345559829	46	8	4	validation	2
#FC8D62	0.331361629803355	47	8	4	validation	2
#FC8D62	0.33118749825186	48	8	4	validation	2
#FC8D62	0.330916886717667	49	8	4	validation	2
#FC8D62	0.330916886717667	50	8	4	validation	2
