colour	y	x	group	clickSelects	showSelected1	PANEL
#66C2A5	1.51854589932945	1	1	1	subtrain	1
#66C2A5	1.17856626325047	2	1	1	subtrain	1
#66C2A5	0.891254995263702	3	1	1	subtrain	1
#66C2A5	0.517385938418679	4	1	1	subtrain	1
#66C2A5	-0.50869886394898	5	1	1	subtrain	1
#66C2A5	-0.590671265811697	6	1	1	subtrain	1
#66C2A5	-0.615954018846272	7	1	1	subtrain	1
#66C2A5	-0.662543030816551	8	1	1	subtrain	1
#66C2A5	-0.690608438471925	9	1	1	subtrain	1
#66C2A5	-0.718934073828889	10	1	1	subtrain	1
#66C2A5	-0.792036881054329	11	1	1	subtrain	1
#66C2A5	-0.82289434981876	12	1	1	subtrain	1
#66C2A5	-0.879223281642562	13	1	1	subtrain	1
#66C2A5	-0.910412784871304	14	1	1	subtrain	1
#66C2A5	-0.937917399666634	15	1	1	subtrain	1
#66C2A5	-0.967154811103074	16	1	1	subtrain	1
#66C2A5	-0.993867393401813	17	1	1	subtrain	1
#66C2A5	-1.02112489966598	18	1	1	subtrain	1
#66C2A5	-1.13741261283359	19	1	1	subtrain	1
#66C2A5	-1.19859945742314	20	1	1	subtrain	1
#66C2A5	-1.23785857103651	21	1	1	subtrain	1
#66C2A5	-1.27823889306676	22	1	1	subtrain	1
#66C2A5	-1.32086570769356	23	1	1	subtrain	1
#66C2A5	-1.36311800883306	24	1	1	subtrain	1
#66C2A5	-1.40669883744026	25	1	1	subtrain	1
#66C2A5	-1.44463278513686	26	1	1	subtrain	1
#66C2A5	-1.49541438586655	27	1	1	subtrain	1
#66C2A5	-1.5477398720024	28	1	1	subtrain	1
#66C2A5	-1.59330168078846	29	1	1	subtrain	1
#66C2A5	-1.63452353546571	30	1	1	subtrain	1
#66C2A5	-1.75359536152027	31	1	1	subtrain	1
#66C2A5	-1.8790562580754	32	1	1	subtrain	1
#66C2A5	-1.92114555853599	33	1	1	subtrain	1
#66C2A5	-1.96705013984137	34	1	1	subtrain	1
#66C2A5	-2.01377950221784	35	1	1	subtrain	1
#66C2A5	-2.06487748818688	36	1	1	subtrain	1
#66C2A5	-2.25651907011897	37	1	1	subtrain	1
#66C2A5	-2.35920281863736	38	1	1	subtrain	1
#66C2A5	-2.46424905279946	39	1	1	subtrain	1
#66C2A5	-2.60281328458077	40	1	1	subtrain	1
#66C2A5	-2.77474615796121	41	1	1	subtrain	1
#66C2A5	-2.95372058899117	42	1	1	subtrain	1
#66C2A5	-3.12059731084382	43	1	1	subtrain	1
#66C2A5	-3.35380039807178	44	1	1	subtrain	1
#66C2A5	-3.68377980731815	45	1	1	subtrain	1
